phrase	lemmas	pos	example	source_urls
social roles	social role	ADJ,NOUN	Behavior is a product of both the situation (e.g., cultural influences, social roles, and the presence of bystanders) and of the person (e.g., personality characteristics).	https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
are not	be not	AUX,PART	The OpenStax name, OpenStax logo, OpenStax book covers, OpenStax CNX name, and OpenStax CNX logo are not subject to the Creative Commons license and may not be reproduced without the prior and express written consent of Rice University.	https://openstax.org/books/psychology-2e/pages/11-introduction,https://openstax.org/books/psychology-2e/pages/11-1-what-is-personality,https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-3-neo-freudians-adler-erikson-jung-and-horney,https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-5-humanistic-approaches,https://openstax.org/books/psychology-2e/pages/11-6-biological-approaches,https://openstax.org/books/psychology-2e/pages/11-7-trait-theorists,https://openstax.org/books/psychology-2e/pages/11-8-cultural-understandings-of-personality,https://openstax.org/books/psychology-2e/pages/11-9-personality-assessment,https://openstax.org/books/psychology-2e/pages/11-key-terms,https://openstax.org/books/psychology-2e/pages/11-summary,https://openstax.org/books/psychology-2e/pages/12-introduction,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
for the	for the	ADP,PRON	The perspective of personality proposed by Freud and his followers was the dominant theory of personality for the first half of the 20th century.	https://openstax.org/books/psychology-2e/pages/11-1-what-is-personality,https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-3-neo-freudians-adler-erikson-jung-and-horney,https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-7-trait-theorists,https://openstax.org/books/psychology-2e/pages/11-8-cultural-understandings-of-personality,https://openstax.org/books/psychology-2e/pages/11-9-personality-assessment,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms
want to	want to	VERB,PART	Want to cite, share, or modify this book?	https://openstax.org/books/psychology-2e/pages/11-introduction,https://openstax.org/books/psychology-2e/pages/11-1-what-is-personality,https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-3-neo-freudians-adler-erikson-jung-and-horney,https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-5-humanistic-approaches,https://openstax.org/books/psychology-2e/pages/11-6-biological-approaches,https://openstax.org/books/psychology-2e/pages/11-7-trait-theorists,https://openstax.org/books/psychology-2e/pages/11-8-cultural-understandings-of-personality,https://openstax.org/books/psychology-2e/pages/11-9-personality-assessment,https://openstax.org/books/psychology-2e/pages/11-key-terms,https://openstax.org/books/psychology-2e/pages/11-summary,https://openstax.org/books/psychology-2e/pages/12-introduction,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
support center	support center	NOUN,NOUN	Authors: Rose M. Spielman, William J. Jenkins, Marilyn D. Lovett Publisher/website: OpenStax Book title: Psychology 2e Publication date: Apr 22, 2020 Location: Houston, Texas Book URL: https://openstax.org/books/psychology-2e/pages/1-introduction Section URL: https://openstax.org/books/psychology-2e/pages/11-introduction Authors: Rose M. Spielman, William J. Jenkins, Marilyn D. Lovett Publisher/website: OpenStax Book title: Psychology 2e Publication date: Apr 22, 2020 Location: Houston, Texas Book URL: https://openstax.org/books/psychology-2e/pages/1-introduction Section URL: https://openstax.org/books/psychology-2e/pages/11-introduction Contact Us Support Center FAQ Press Newsletter Careers Accessibility Statement Terms of Use Licensing Privacy Policy 11.1 What Is Personality?	https://openstax.org/books/psychology-2e/pages/11-introduction,https://openstax.org/books/psychology-2e/pages/11-1-what-is-personality,https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-3-neo-freudians-adler-erikson-jung-and-horney,https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-5-humanistic-approaches,https://openstax.org/books/psychology-2e/pages/11-6-biological-approaches,https://openstax.org/books/psychology-2e/pages/11-7-trait-theorists,https://openstax.org/books/psychology-2e/pages/11-8-cultural-understandings-of-personality,https://openstax.org/books/psychology-2e/pages/11-9-personality-assessment,https://openstax.org/books/psychology-2e/pages/11-key-terms,https://openstax.org/books/psychology-2e/pages/11-summary,https://openstax.org/books/psychology-2e/pages/12-introduction,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
the power	the power	DET,NOUN	Distinct from self-efficacy, which involves our belief in our own abilities, locus of control refers to our beliefs about the power we have over our lives.	https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-key-terms,https://openstax.org/books/psychology-2e/pages/11-summary,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
the situation	the situation	DET,NOUN	Today, the debate is mostly resolved, and most psychologists consider both the situation and personal factors in understanding behavior.	https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
that we	that we	SCONJ,PRON	However, Freud was the first to systematically study and theorize the workings of the unconscious mind in the manner that we associate with modern psychology.	https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-3-neo-freudians-adler-erikson-jung-and-horney,https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-5-humanistic-approaches,https://openstax.org/books/psychology-2e/pages/11-key-terms,https://openstax.org/books/psychology-2e/pages/11-summary,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
who are	who be	PRON,AUX	Parents who are harsh in toilet training can cause a child to become so fearful of soiling that they over-control and become fixated at the anal stage, leading to the development of an anal-retentive personality.	https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-7-trait-theorists,https://openstax.org/books/psychology-2e/pages/11-8-cultural-understandings-of-personality,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior,https://openstax.org/books/psychology-2e/pages/12-key-terms,https://openstax.org/books/psychology-2e/pages/12-summary
the end	the end	DET,NOUN	Help OpenStax Policies By the end of this section, you will be able to: Personality refers to the long-standing traits and patterns that propel individuals to consistently think, feel, and behave in specific ways.	https://openstax.org/books/psychology-2e/pages/11-1-what-is-personality,https://openstax.org/books/psychology-2e/pages/11-2-freud-and-the-psychodynamic-perspective,https://openstax.org/books/psychology-2e/pages/11-3-neo-freudians-adler-erikson-jung-and-horney,https://openstax.org/books/psychology-2e/pages/11-4-learning-approaches,https://openstax.org/books/psychology-2e/pages/11-5-humanistic-approaches,https://openstax.org/books/psychology-2e/pages/11-6-biological-approaches,https://openstax.org/books/psychology-2e/pages/11-7-trait-theorists,https://openstax.org/books/psychology-2e/pages/11-9-personality-assessment,https://openstax.org/books/psychology-2e/pages/12-1-what-is-social-psychology,https://openstax.org/books/psychology-2e/pages/12-2-self-presentation,https://openstax.org/books/psychology-2e/pages/12-3-attitudes-and-persuasion,https://openstax.org/books/psychology-2e/pages/12-4-conformity-compliance-and-obedience,https://openstax.org/books/psychology-2e/pages/12-5-prejudice-and-discrimination,https://openstax.org/books/psychology-2e/pages/12-6-aggression,https://openstax.org/books/psychology-2e/pages/12-7-prosocial-behavior
