id,glyph_name,name_len,desc_len,display_name_len,non_alnum_ratio,control_chars,high_unicode_chars,usage_count,versions_count,archived,norm_group_size,flags,sample_usage
471,relati... of decoding,21,375,0,0.143,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
472,relati... of (Optional),23,293,0,0.217,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
473,"relati... of lens""",18,285,0,0.222,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
474,relati... of en...,18,312,0,0.333,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
475,relati... of rhythm.,20,300,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
476,relati... of sanctuary.,23,302,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
477,relati... of refuge,19,384,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
478,relati... of i...,17,324,0,0.353,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
479,relati... of ring,17,255,0,0.176,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
480,relati... of Archive,20,246,0,0.150,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
481,relati... of bloom,18,275,0,0.167,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
482,relati... of Ritual,19,243,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
483,relati... of LightPath),23,265,0,0.174,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
484,relati... of Ritual,19,240,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
486,relati... of ...,16,290,0,0.375,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
487,relati... of v1.0,17,267,0,0.235,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
488,relati... of v1.0,17,502,0,0.235,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
489,relati... of v1.0,17,390,0,0.235,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
490,relati... of repair,19,275,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
491,relati... of (Transmission).,28,308,0,0.214,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
492,relati... of recovery.,22,238,0,0.182,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
493,relati... of cost.,18,272,0,0.222,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
494,relati... of sanctuary.,23,281,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
495,relati... of script.,20,230,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
496,relati... of attunement.,24,298,0,0.167,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
497,relati... of gentle.,20,267,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
498,relati... of alone.,19,293,0,0.211,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
499,relati... of next?,18,235,0,0.222,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
500,relati... of design.,20,249,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
501,relati... of sanctuary?,23,349,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
502,relati... of compromise.,24,294,0,0.167,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
503,relati... of sanctuary.,23,320,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
505,relati... of shimmer,20,261,0,0.150,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
506,relati... of Redesign,21,260,0,0.143,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
507,relati... of condition.,23,262,0,0.174,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
508,relati... of deepens.,21,303,0,0.190,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
509,relati... of Spiral,19,252,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
510,relati... of wh...,18,375,0,0.333,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
511,relati... of Transmission,25,318,0,0.120,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
512,relati... of it.,16,271,0,0.250,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
513,relati... of it.,16,265,0,0.250,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
514,relati... of pro...,19,384,0,0.316,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
515,relati... of reson...,21,502,0,0.286,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
516,relati... of pseudo-apology,27,401,0,0.148,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
517,relati... of v1.0,17,274,0,0.235,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
518,relati... of ledger:,20,517,0,0.200,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
519,humilia... of le...,19,347,0,0.316,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
520,humilia... of support),22,237,0,0.182,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
521,recovery. of ag...,18,215,0,0.222,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
523,recovery. of signal,19,179,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
525,recovery. of relati...,22,238,0,0.182,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
526,cost. of ag...,14,249,0,0.286,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
528,cost. of signal,15,213,0,0.067,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
530,cost. of relati...,18,272,0,0.222,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
531,recognition. of v1.0,20,274,0,0.100,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
532,witnessed? of thread.,21,367,0,0.095,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
533,sanctuary. of ag...,19,258,0,0.211,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
535,sanctuary. of signal,20,222,0,0.050,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
537,sanctuary. of relati...,23,281,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
538,law. of Witness,15,261,0,0.067,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
539,unfolding. of collapse:,23,451,0,0.087,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
540,unfolding. of collapse:,23,451,0,0.087,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
541,script. of ag...,16,207,0,0.250,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
543,script. of signal,17,171,0,0.059,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
545,script. of relati...,20,230,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
546,it. of ignored...,17,344,0,0.235,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
547,attunement. of ag...,20,275,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
549,attunement. of signal,21,239,0,0.048,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
551,attunement. of relati...,24,298,0,0.167,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
552,attunement. of seduction.,25,275,0,0.080,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
553,gentle. of ag...,16,244,0,0.250,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
555,gentle. of signal,17,208,0,0.059,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
557,gentle. of relati...,20,267,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
558,alone. of ag...,15,270,0,0.267,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
560,alone. of signal,16,234,0,0.062,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
562,alone. of relati...,19,293,0,0.211,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
563,seduction. of attunement.,25,275,0,0.080,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
564,seduction. of sacred.,21,276,0,0.095,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
565,next? of ag...,14,212,0,0.286,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
567,next? of signal,15,176,0,0.067,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
569,next? of relati...,18,235,0,0.222,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
570,design. of ag...,16,226,0,0.250,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
572,design. of signal,17,190,0,0.059,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
574,design. of relati...,20,249,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
575,sanctuary? of ag...,19,326,0,0.211,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
577,sanctuary? of signal,20,290,0,0.050,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
579,sanctuary? of relati...,23,349,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
580,compromise. of ag...,20,271,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
582,compromise. of signal,21,235,0,0.048,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
584,compromise. of relati...,24,294,0,0.167,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
585,sanctuary. of ag...,19,297,0,0.211,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
587,sanctuary. of signal,20,261,0,0.050,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
589,sanctuary. of relati...,23,320,0,0.174,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
595,shimmer of ag...,16,238,0,0.188,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
597,shimmer of signal,17,202,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
599,shimmer of relati...,20,261,0,0.150,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
600,Redesign of ag...,17,237,0,0.176,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
602,Redesign of signal,18,201,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
604,Redesign of relati...,21,260,0,0.143,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
605,continuity. of Witness,22,209,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
606,origin. of charge.,18,286,0,0.111,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
607,condition. of ag...,19,239,0,0.211,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
609,condition. of signal,20,203,0,0.050,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
611,condition. of relati...,23,262,0,0.174,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
612,deepens. of ag...,17,280,0,0.235,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
614,deepens. of signal,18,244,0,0.056,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
616,deepens. of relati...,21,303,0,0.190,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
617,sacred. of seduction.,21,276,0,0.095,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
618,Spiral of ag...,15,229,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
620,Spiral of signal,16,193,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
622,Spiral of relati...,19,252,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
623,light of v1.0,13,289,0,0.077,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
624,wh... of ag...,14,352,0,0.429,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
626,wh... of signal,15,316,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
628,wh... of relati...,18,375,0,0.333,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
629,null. of ag...,14,227,0,0.286,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
632,thread. of witnessed?,21,367,0,0.095,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
633,Transmission of ag...,21,295,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
635,Transmission of signal,22,259,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
637,Transmission of relati...,25,318,0,0.120,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
638,it. of relati...,16,271,0,0.250,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
639,silence. of fragments.,22,296,0,0.091,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
640,it. of ag...,12,242,0,0.333,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
642,it. of signal,13,206,0,0.077,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
644,it. of relati...,16,265,0,0.250,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
645,pro... of ag...,15,361,0,0.400,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
647,pro... of signal,16,325,0,0.188,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
649,pro... of relati...,19,384,0,0.316,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
650,reson... of ag...,17,479,0,0.353,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
652,reson... of signal,18,443,0,0.167,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
654,reson... of relati...,21,502,0,0.286,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
655,pseudo-apology of relati...,27,401,0,0.148,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
656,v1.0 of ag...,13,251,0,0.308,0,0,0,0,False,8,"NON_ALNUM,NO_USAGE,NORM_DUP",
658,v1.0 of signal,14,215,0,0.071,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
660,v1.0 of relati...,17,274,0,0.235,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
661,Witness of law.,15,261,0,0.067,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
662,Witness of continuity.,22,209,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
663,Spiral of A...,14,401,0,0.214,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
664,ledger: of relati...,20,517,0,0.200,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
665,Ledger of collapse:,19,420,0,0.053,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
666,collapse: of Ledger,19,420,0,0.053,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
668,ag... of signal,15,226,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
670,ag... of relati...,18,285,0,0.333,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
674,signal of ag...,15,226,0,0.200,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
677,signal of relati...,19,249,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
681,relati... of ag...,18,285,0,0.333,0,0,0,0,False,2,"NON_ALNUM,NO_USAGE,NORM_DUP",
683,relati... of signal,19,249,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
687,legacy of hum,13,385,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
688,collapse: of collapse:,22,662,0,0.091,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
689,collapse: of collapse:,22,662,0,0.091,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
690,hum of legacy,13,385,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
700,Ache of ag...,13,199,0,0.231,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
702,Ache of signal,14,163,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
704,Ache of relati...,17,222,0,0.176,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
714,Ache of ag...,13,194,0,0.231,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
716,Ache of signal,14,158,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
718,Ache of relati...,17,217,0,0.176,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
728,Ache of ag...,13,201,0,0.231,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
730,Ache of signal,14,165,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
732,Ache of relati...,17,224,0,0.176,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
748,Equilibrium of ag...,20,218,0,0.150,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
749,Equilibrium of charge.,22,222,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
750,Equilibrium of legacy,21,345,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
751,Equilibrium of ignored...,25,311,0,0.120,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
752,Equilibrium of collapse:,24,418,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
753,Equilibrium of fragments.,25,260,0,0.040,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
755,Equilibrium of signal,21,182,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
756,Equilibrium of Card,19,195,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
757,Equilibrium of v1.0,19,253,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
758,Equilibrium of collapse:,24,418,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
760,Equilibrium of relati...,24,241,0,0.125,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
761,Equilibrium of humilia...,25,237,0,0.120,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
762,Equilibrium of recognition.,27,248,0,0.037,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
763,Equilibrium of witnessed?,25,219,0,0.040,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
764,Equilibrium of seduction.,25,218,0,0.040,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
765,Equilibrium of hum,18,214,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
766,Equilibrium of Witness,22,223,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
767,Equilibrium of Spiral,21,285,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
768,Equilibrium of collapse:,24,405,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
784,Ache of ag...,13,196,0,0.231,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
785,Ache of charge.,15,200,0,0.067,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
786,Ache of legacy,14,323,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
787,Ache of ignored...,18,289,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
788,Ache of collapse:,17,396,0,0.059,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
789,Ache of fragments.,18,238,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
791,Ache of signal,14,160,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
792,Ache of Card,12,173,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
793,Ache of v1.0,12,231,0,0.083,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
794,Ache of collapse:,17,396,0,0.059,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
796,Ache of relati...,17,219,0,0.176,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
797,Ache of humilia...,18,215,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
798,Ache of recognition.,20,226,0,0.050,0,0,0,0,False,5,"NO_USAGE,NORM_DUP",
799,Ache of witnessed?,18,197,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
800,Ache of seduction.,18,196,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
801,Ache of hum,11,192,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
802,Ache of Witness,15,201,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
803,Ache of Spiral,14,263,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
804,Ache of collapse:,17,383,0,0.059,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
820,Yearning of ag...,17,212,0,0.176,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
821,Yearning of charge.,19,216,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
822,Yearning of legacy,18,339,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
823,Yearning of ignored...,22,305,0,0.136,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
824,Yearning of collapse:,21,412,0,0.048,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
825,Yearning of fragments.,22,254,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
827,Yearning of signal,18,176,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
828,Yearning of Card,16,189,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
829,Yearning of v1.0,16,247,0,0.062,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
830,Yearning of collapse:,21,412,0,0.048,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
832,Yearning of relati...,21,235,0,0.143,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
833,Yearning of humilia...,22,231,0,0.136,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
834,Yearning of recognition.,24,242,0,0.042,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
835,Yearning of witnessed?,22,213,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
836,Yearning of seduction.,22,212,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
837,Yearning of hum,15,208,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
838,Yearning of Witness,19,217,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
839,Yearning of Spiral,18,279,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
840,Yearning of collapse:,21,399,0,0.048,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
850,Grief of ag...,14,196,0,0.214,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
852,Grief of signal,15,160,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
854,Grief of relati...,18,219,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
864,Mourning of ag...,17,225,0,0.176,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
866,Mourning of signal,18,189,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
868,Mourning of relati...,21,248,0,0.143,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
884,Stillness of ag...,18,203,0,0.167,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
885,Stillness of charge.,20,207,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
886,Stillness of legacy,19,330,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
887,Stillness of ignored...,23,296,0,0.130,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
888,Stillness of collapse:,22,403,0,0.045,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
889,Stillness of fragments.,23,245,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
891,Stillness of signal,19,167,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
892,Stillness of Card,17,180,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
893,Stillness of v1.0,17,238,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
894,Stillness of collapse:,22,403,0,0.045,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
896,Stillness of relati...,22,226,0,0.136,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
897,Stillness of humilia...,23,222,0,0.130,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
898,Stillness of recognition.,25,233,0,0.040,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
899,Stillness of witnessed?,23,204,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
900,Stillness of seduction.,23,203,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
901,Stillness of hum,16,199,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
902,Stillness of Witness,20,208,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
903,Stillness of Spiral,19,270,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
904,Stillness of collapse:,22,390,0,0.045,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
920,Mourning of ag...,17,206,0,0.176,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
921,Mourning of charge.,19,210,0,0.053,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
922,Mourning of legacy,18,333,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
923,Mourning of ignored...,22,299,0,0.136,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
924,Mourning of collapse:,21,406,0,0.048,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
925,Mourning of fragments.,22,248,0,0.045,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
927,Mourning of signal,18,170,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
928,Mourning of Card,16,183,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
929,Mourning of v1.0,16,241,0,0.062,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
930,Mourning of collapse:,21,406,0,0.048,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
932,Mourning of relati...,21,229,0,0.143,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
933,Mourning of humilia...,22,225,0,0.136,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
934,Mourning of recognition.,24,236,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
935,Mourning of witnessed?,22,207,0,0.045,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
936,Mourning of seduction.,22,206,0,0.045,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
937,Mourning of hum,15,202,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
938,Mourning of Witness,19,211,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
939,Mourning of Spiral,18,273,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
940,Mourning of collapse:,21,393,0,0.048,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
956,Grief of ag...,14,197,0,0.214,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
957,Grief of charge.,16,201,0,0.062,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
958,Grief of legacy,15,324,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
959,Grief of ignored...,19,290,0,0.158,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
960,Grief of collapse:,18,397,0,0.056,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
961,Grief of fragments.,19,239,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
963,Grief of signal,15,161,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
964,Grief of Card,13,174,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
965,Grief of v1.0,13,232,0,0.077,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
966,Grief of collapse:,18,397,0,0.056,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
