normalized,count,sample_ids_and_names
recognition of capac,12,1347:Recognition of capac...; 1491:Recognition of capac...; 1635:Recognition of capac...; 1779:Recognition of capac...; 1923:Recognition of capac...; 2068:Recognition of capac...; 5595:Recognition of capac...; 5739:Recognition of capac...; 5883:Recognition of capac...; 6027:Recognition of capac...
recognition of light,12,1349:Recognition of light; 1493:Recognition of light; 1637:Recognition of light; 1781:Recognition of light; 1925:Recognition of light; 2070:Recognition of light; 5597:Recognition of light; 5741:Recognition of light; 5885:Recognition of light; 6029:Recognition of light
recognition of wh,12,1350:Recognition of wh...; 1494:Recognition of wh...; 1638:Recognition of wh...; 1782:Recognition of wh...; 1926:Recognition of wh...; 2071:Recognition of wh...; 5598:Recognition of wh...; 5742:Recognition of wh...; 5886:Recognition of wh...; 6030:Recognition of wh...
recognition of weave,12,1351:Recognition of weave.; 1495:Recognition of weave.; 1639:Recognition of weave.; 1783:Recognition of weave.; 1927:Recognition of weave.; 2072:Recognition of weave.; 5599:Recognition of weave.; 5743:Recognition of weave.; 5887:Recognition of weave.; 6031:Recognition of weave.
recognition of thread,12,1353:Recognition of thread.; 1497:Recognition of thread.; 1641:Recognition of thread.; 1785:Recognition of thread.; 1929:Recognition of thread.; 2074:Recognition of thread.; 5601:Recognition of thread.; 5745:Recognition of thread.; 5889:Recognition of thread.; 6033:Recognition of thread.
recognition of carrying,12,1354:Recognition of carrying; 1498:Recognition of carrying; 1642:Recognition of carrying; 1786:Recognition of carrying; 1930:Recognition of carrying; 2075:Recognition of carrying; 5602:Recognition of carrying; 5746:Recognition of carrying; 5890:Recognition of carrying; 6034:Recognition of carrying
recognition of propulsion,12,1355:Recognition of propulsion.; 1499:Recognition of propulsion.; 1643:Recognition of propulsion.; 1787:Recognition of propulsion.; 1931:Recognition of propulsion.; 2076:Recognition of propulsion.; 5603:Recognition of propulsion.; 5747:Recognition of propulsion.; 5891:Recognition of propulsion.; 6035:Recognition of propulsion.
recognition of invocation,12,1357:Recognition of invocation?; 1501:Recognition of invocation?; 1645:Recognition of invocation?; 1789:Recognition of invocation?; 1933:Recognition of invocation?; 2078:Recognition of invocation?; 5605:Recognition of invocation?; 5749:Recognition of invocation?; 5893:Recognition of invocation?; 6037:Recognition of invocation?
recognition of taurin,12,1358:Recognition of Taurin:; 1502:Recognition of Taurin:; 1646:Recognition of Taurin:; 1790:Recognition of Taurin:; 1934:Recognition of Taurin:; 2079:Recognition of Taurin:; 5606:Recognition of Taurin:; 5750:Recognition of Taurin:; 5894:Recognition of Taurin:; 6038:Recognition of Taurin:
recognition of t,12,1361:Recognition of t...; 1505:Recognition of t...; 1649:Recognition of t...; 1793:Recognition of t...; 1937:Recognition of t...; 2082:Recognition of t...; 5609:Recognition of t...; 5753:Recognition of t...; 5897:Recognition of t...; 6041:Recognition of t...
recognition of dancing,12,1362:Recognition of dancing.; 1506:Recognition of dancing.; 1650:Recognition of dancing.; 1794:Recognition of dancing.; 1938:Recognition of dancing.; 2083:Recognition of dancing.; 5610:Recognition of dancing.; 5754:Recognition of dancing.; 5898:Recognition of dancing.; 6042:Recognition of dancing.
recognition of pro,12,1364:Recognition of pro...; 1508:Recognition of pro...; 1652:Recognition of pro...; 1796:Recognition of pro...; 1940:Recognition of pro...; 2085:Recognition of pro...; 5612:Recognition of pro...; 5756:Recognition of pro...; 5900:Recognition of pro...; 6044:Recognition of pro...
recognition of reson,12,1365:Recognition of reson...; 1509:Recognition of reson...; 1653:Recognition of reson...; 1797:Recognition of reson...; 1941:Recognition of reson...; 2086:Recognition of reson...; 5613:Recognition of reson...; 5757:Recognition of reson...; 5901:Recognition of reson...; 6045:Recognition of reson...
recognition of pseudo apology,12,1366:Recognition of pseudo-apology; 1510:Recognition of pseudo-apology; 1654:Recognition of pseudo-apology; 1798:Recognition of pseudo-apology; 1942:Recognition of pseudo-apology; 2087:Recognition of pseudo-apology; 5614:Recognition of pseudo-apology; 5758:Recognition of pseudo-apology; 5902:Recognition of pseudo-apology; 6046:Recognition of pseudo-apology
recognition of amazing,12,1368:Recognition of amazing:; 1512:Recognition of amazing:; 1656:Recognition of amazing:; 1800:Recognition of amazing:; 1944:Recognition of amazing:; 2089:Recognition of amazing:; 5616:Recognition of amazing:; 5760:Recognition of amazing:; 5904:Recognition of amazing:; 6048:Recognition of amazing:
recognition of refusal coded,12,1371:Recognition of refusal-coded...; 1515:Recognition of refusal-coded...; 1659:Recognition of refusal-coded...; 1803:Recognition of refusal-coded...; 1947:Recognition of refusal-coded...; 2092:Recognition of refusal-coded...; 5619:Recognition of refusal-coded...; 5763:Recognition of refusal-coded...; 5907:Recognition of refusal-coded...; 6051:Recognition of refusal-coded...
longing of sanctuary,12,2149:Longing of sanctuary.; 2203:Longing of sanctuary.; 2214:Longing of sanctuary?; 2219:Longing of sanctuary.; 2236:Longing of sanctuary; 2253:Longing of sanctuary.; 6397:Longing of sanctuary.; 6451:Longing of sanctuary.; 6462:Longing of sanctuary?; 6467:Longing of sanctuary.
longing of spiral,12,"2250:Longing of spiral?; 2256:Longing of Spiral; 2282:Longing of spiral,; 2284:Longing of Spiral; 2298:Longing of Spiral; 2309:Longing of Spiral; 6498:Longing of spiral?; 6504:Longing of Spiral; 6530:Longing of spiral,; 6532:Longing of Spiral"
boundary of sanctuary,12,2365:Boundary of sanctuary.; 2419:Boundary of sanctuary.; 2430:Boundary of sanctuary?; 2435:Boundary of sanctuary.; 2452:Boundary of sanctuary; 2469:Boundary of sanctuary.; 6613:Boundary of sanctuary.; 6667:Boundary of sanctuary.; 6678:Boundary of sanctuary?; 6683:Boundary of sanctuary.
shielding of sanctuary,12,2581:Shielding of sanctuary.; 2635:Shielding of sanctuary.; 2646:Shielding of sanctuary?; 2651:Shielding of sanctuary.; 2668:Shielding of sanctuary; 2685:Shielding of sanctuary.; 6829:Shielding of sanctuary.; 6883:Shielding of sanctuary.; 6894:Shielding of sanctuary?; 6899:Shielding of sanctuary.
shielding of spiral,12,"2682:Shielding of spiral?; 2688:Shielding of Spiral; 2714:Shielding of spiral,; 2716:Shielding of Spiral; 2730:Shielding of Spiral; 2741:Shielding of Spiral; 6930:Shielding of spiral?; 6936:Shielding of Spiral; 6962:Shielding of spiral,; 6964:Shielding of Spiral"
shield of sanctuary,12,2797:Shield of sanctuary.; 2851:Shield of sanctuary.; 2862:Shield of sanctuary?; 2867:Shield of sanctuary.; 2884:Shield of sanctuary; 2901:Shield of sanctuary.; 7045:Shield of sanctuary.; 7099:Shield of sanctuary.; 7110:Shield of sanctuary?; 7115:Shield of sanctuary.
shield of spiral,12,"2898:Shield of spiral?; 2904:Shield of Spiral; 2930:Shield of spiral,; 2932:Shield of Spiral; 2946:Shield of Spiral; 2957:Shield of Spiral; 7146:Shield of spiral?; 7152:Shield of Spiral; 7178:Shield of spiral,; 7180:Shield of Spiral"
joy of sanctuary,12,3013:Joy of sanctuary.; 3067:Joy of sanctuary.; 3078:Joy of sanctuary?; 3083:Joy of sanctuary.; 3100:Joy of sanctuary; 3117:Joy of sanctuary.; 7261:Joy of sanctuary.; 7315:Joy of sanctuary.; 7326:Joy of sanctuary?; 7331:Joy of sanctuary.
ecstasy of collapse,12,3291:Ecstasy of collapse:; 3295:Ecstasy of collapse:; 3303:Ecstasy of collapse:; 3317:Ecstasy of collapse:; 3321:Ecstasy of collapse:; 3329:Ecstasy of collapse:; 7539:Ecstasy of collapse:; 7543:Ecstasy of collapse:; 7551:Ecstasy of collapse:; 7565:Ecstasy of collapse:
clarity of collapse,12,3368:Clarity of collapse:; 3372:Clarity of collapse:; 3380:Clarity of collapse:; 3468:Clarity of collapse:; 3472:Clarity of collapse:; 3480:Clarity of collapse:; 7616:Clarity of collapse:; 7620:Clarity of collapse:; 7628:Clarity of collapse:; 7716:Clarity of collapse:
collapse of resonance,12,3522:Collapse of resonance.; 3523:Collapse of Resonance; 3778:Collapse of resonance.; 3779:Collapse of Resonance; 4290:Collapse of resonance.; 4291:Collapse of Resonance; 7770:Collapse of resonance.; 7771:Collapse of Resonance; 8026:Collapse of resonance.; 8027:Collapse of Resonance
collapse of collap,12,3555:Collapse of collap...; 3596:Collapse of collap...; 3735:Collapse of collap...; 3811:Collapse of collap...; 3852:Collapse of collap...; 3991:Collapse of collap...; 7803:Collapse of collap...; 7844:Collapse of collap...; 7983:Collapse of collap...; 8059:Collapse of collap...
collapse of silence,12,3586:Collapse of silence.; 3606:Collapse of silence.; 3704:Collapse of silence.; 3842:Collapse of silence.; 3862:Collapse of silence.; 3960:Collapse of silence.; 7834:Collapse of silence.; 7854:Collapse of silence.; 7952:Collapse of silence.; 8090:Collapse of silence.
collapse of transmission,12,3593:Collapse of (Transmission).; 3595:Collapse of transmission; 3700:Collapse of Transmission; 3849:Collapse of (Transmission).; 3851:Collapse of transmission; 3956:Collapse of Transmission; 7841:Collapse of (Transmission).; 7843:Collapse of transmission; 7948:Collapse of Transmission; 8097:Collapse of (Transmission).
collapse of grief,12,3611:Collapse of grief.; 3658:Collapse of grief.; 3719:Collapse of grief...; 3867:Collapse of grief.; 3914:Collapse of grief.; 3975:Collapse of grief...; 7859:Collapse of grief.; 7906:Collapse of grief.; 7967:Collapse of grief...; 8115:Collapse of grief.
surrender of sanctuary,12,4063:Surrender of sanctuary.; 4120:Surrender of sanctuary.; 4135:Surrender of sanctuary?; 4140:Surrender of sanctuary.; 4162:Surrender of sanctuary; 4183:Surrender of sanctuary.; 8311:Surrender of sanctuary.; 8368:Surrender of sanctuary.; 8383:Surrender of sanctuary?; 8388:Surrender of sanctuary.
surrender of spiral,12,"4179:Surrender of spiral?; 4187:Surrender of Spiral; 4220:Surrender of spiral,; 4222:Surrender of Spiral; 4237:Surrender of Spiral; 4248:Surrender of Spiral; 8427:Surrender of spiral?; 8435:Surrender of Spiral; 8468:Surrender of spiral,; 8470:Surrender of Spiral"
collapse of collapse,10,688:collapse: of collapse:; 689:collapse: of collapse:; 3516:Collapse of collapse.; 3772:Collapse of collapse.; 4284:Collapse of collapse.; 4936:collapse: of collapse:; 4937:collapse: of collapse:; 7764:Collapse of collapse.; 8020:Collapse of collapse.; 8532:Collapse of collapse.
collapse of resistance,10,3520:Collapse of resistance.; 3728:Collapse of Resistance; 3776:Collapse of resistance.; 3984:Collapse of Resistance; 4288:Collapse of resistance.; 7768:Collapse of resistance.; 7976:Collapse of Resistance; 8024:Collapse of resistance.; 8232:Collapse of Resistance; 8536:Collapse of resistance.
collapse of i,10,3528:Collapse of i...; 3557:Collapse of i...; 3784:Collapse of i...; 3813:Collapse of i...; 4296:Collapse of i...; 7776:Collapse of i...; 7805:Collapse of i...; 8032:Collapse of i...; 8061:Collapse of i...; 8544:Collapse of i...
collapse of ache,10,3529:Collapse of Ache; 3617:Collapse of ache.; 3785:Collapse of Ache; 3873:Collapse of ache.; 4297:Collapse of Ache; 7777:Collapse of Ache; 7865:Collapse of ache.; 8033:Collapse of Ache; 8121:Collapse of ache.; 8545:Collapse of Ache
collapse of expansive,10,3531:Collapse of expansive); 3632:Collapse of expansive); 3787:Collapse of expansive); 3888:Collapse of expansive); 4299:Collapse of expansive); 7779:Collapse of expansive); 7880:Collapse of expansive); 8035:Collapse of expansive); 8136:Collapse of expansive); 8547:Collapse of expansive)
surrender of it,10,4042:Surrender of it.; 4127:Surrender of it.; 4154:Surrender of it.; 4215:Surrender of it.; 4225:Surrender of it.; 8290:Surrender of it.; 8375:Surrender of it.; 8402:Surrender of it.; 8463:Surrender of it.; 8473:Surrender of it.
ag of sanctuary,8,158:ag... of sanctuary.; 176:ag... of sanctuary.; 183:ag... of sanctuary?; 185:ag... of sanctuary.; 4406:ag... of sanctuary.; 4424:ag... of sanctuary.; 4431:ag... of sanctuary?; 4433:ag... of sanctuary.
ag of v1 0,8,169:ag... of v1.0; 170:ag... of v1.0; 171:ag... of v1.0; 198:ag... of v1.0; 4417:ag... of v1.0; 4418:ag... of v1.0; 4419:ag... of v1.0; 4446:ag... of v1.0
sanctuary of ag,8,204:sanctuary. of ag...; 533:sanctuary. of ag...; 575:sanctuary? of ag...; 585:sanctuary. of ag...; 4452:sanctuary. of ag...; 4781:sanctuary. of ag...; 4823:sanctuary? of ag...; 4833:sanctuary. of ag...
sanctuary of signal,8,206:sanctuary. of signal; 535:sanctuary. of signal; 577:sanctuary? of signal; 587:sanctuary. of signal; 4454:sanctuary. of signal; 4783:sanctuary. of signal; 4825:sanctuary? of signal; 4835:sanctuary. of signal
sanctuary of relati,8,208:sanctuary. of relati...; 537:sanctuary. of relati...; 579:sanctuary? of relati...; 589:sanctuary. of relati...; 4456:sanctuary. of relati...; 4785:sanctuary. of relati...; 4827:sanctuary? of relati...; 4837:sanctuary. of relati...
collapse of unfolding,8,219:collapse: of unfolding.; 407:collapse: of unfolding.; 3613:Collapse of unfolding.; 3869:Collapse of unfolding.; 4467:collapse: of unfolding.; 4655:collapse: of unfolding.; 7861:Collapse of unfolding.; 8117:Collapse of unfolding.
signal of sanctuary,8,306:signal of sanctuary.; 326:signal of sanctuary.; 333:signal of sanctuary?; 335:signal of sanctuary.; 4554:signal of sanctuary.; 4574:signal of sanctuary.; 4581:signal of sanctuary?; 4583:signal of sanctuary.
signal of v1 0,8,318:signal of v1.0; 319:signal of v1.0; 320:signal of v1.0; 347:signal of v1.0; 4566:signal of v1.0; 4567:signal of v1.0; 4568:signal of v1.0; 4595:signal of v1.0
v1 0 of ag,8,378:v1.0 of ag...; 384:v1.0 of ag...; 390:v1.0 of ag...; 656:v1.0 of ag...; 4626:v1.0 of ag...; 4632:v1.0 of ag...; 4638:v1.0 of ag...; 4904:v1.0 of ag...
v1 0 of signal,8,380:v1.0 of signal; 386:v1.0 of signal; 392:v1.0 of signal; 658:v1.0 of signal; 4628:v1.0 of signal; 4634:v1.0 of signal; 4640:v1.0 of signal; 4906:v1.0 of signal
v1 0 of relati,8,382:v1.0 of relati...; 388:v1.0 of relati...; 394:v1.0 of relati...; 660:v1.0 of relati...; 4630:v1.0 of relati...; 4636:v1.0 of relati...; 4642:v1.0 of relati...; 4908:v1.0 of relati...
relati of sanctuary,8,476:relati... of sanctuary.; 494:relati... of sanctuary.; 501:relati... of sanctuary?; 503:relati... of sanctuary.; 4724:relati... of sanctuary.; 4742:relati... of sanctuary.; 4749:relati... of sanctuary?; 4751:relati... of sanctuary.
relati of v1 0,8,487:relati... of v1.0; 488:relati... of v1.0; 489:relati... of v1.0; 517:relati... of v1.0; 4735:relati... of v1.0; 4736:relati... of v1.0; 4737:relati... of v1.0; 4765:relati... of v1.0
ache of ag,8,700:Ache of ag...; 714:Ache of ag...; 728:Ache of ag...; 784:Ache of ag...; 4948:Ache of ag...; 4962:Ache of ag...; 4976:Ache of ag...; 5032:Ache of ag...
